user_id,cocktail_name,predicted_rating
11830,Tequila Sunset,2.387032323134287
11830,Chi-Chi,2.387032323134287
11830,Sex on the Beach,2.387032323134287
11830,Horse’s Neck,2.387032323134287
11830,EL Diablo,2.387032323134287
18323,Tequila Sunset,2.69724756333556
18323,Chi-Chi,2.69724756333556
18323,Sex on the Beach,2.69724756333556
18323,Horse’s Neck,2.69724756333556
18323,EL Diablo,2.69724756333556
9146,Tequila Sunset,2.3245820390080523
9146,Chi-Chi,2.3245820390080523
9146,Sex on the Beach,2.3245820390080523
9146,Horse’s Neck,2.3245820390080523
9146,EL Diablo,2.3245820390080523
6444,Tequila Sunset,2.3937692405446924
6444,Chi-Chi,2.3937692405446924
6444,Sex on the Beach,2.3937692405446924
6444,Horse’s Neck,2.3937692405446924
6444,EL Diablo,2.3937692405446924
838,Tequila Sunset,2.667363450813297
838,Chi-Chi,2.667363450813297
838,Sex on the Beach,2.667363450813297
838,Horse’s Neck,2.667363450813297
838,EL Diablo,2.667363450813297
18166,Tequila Sunset,2.475474705590422
18166,Chi-Chi,2.475474705590422
18166,Sex on the Beach,2.475474705590422
18166,Horse’s Neck,2.475474705590422
18166,EL Diablo,2.475474705590422
19708,Tequila Sunset,2.6410940697196224
19708,Chi-Chi,2.6410940697196224
19708,Sex on the Beach,2.6410940697196224
19708,Horse’s Neck,2.6410940697196224
19708,EL Diablo,2.6410940697196224
3279,Tequila Sunset,2.755549686382185
3279,Chi-Chi,2.755549686382185
3279,Sex on the Beach,2.755549686382185
3279,Horse’s Neck,2.755549686382185
3279,EL Diablo,2.755549686382185
12742,Chi-Chi,2.5282297751605984
12742,Sex on the Beach,2.5282297751605984
12742,Horse’s Neck,2.5282297751605984
12742,EL Diablo,2.5282297751605984
12742,Bloody Mary,2.5282297751605984
4655,Tequila Sunset,2.4111101013752343
4655,Chi-Chi,2.4111101013752343
4655,Sex on the Beach,2.4111101013752343
4655,Horse’s Neck,2.4111101013752343
4655,EL Diablo,2.4111101013752343
1628,Chi-Chi,2.2359626485460855
1628,Sex on the Beach,2.2359626485460855
1628,Horse’s Neck,2.2359626485460855
1628,EL Diablo,2.2359626485460855
1628,Bloody Mary,2.2359626485460855
17462,Tequila Sunset,2.2377506160584155
17462,Chi-Chi,2.2377506160584155
17462,Sex on the Beach,2.2377506160584155
17462,Horse’s Neck,2.2377506160584155
17462,EL Diablo,2.2377506160584155
7052,Tequila Sunset,2.5455914708341565
7052,Chi-Chi,2.5455914708341565
7052,Sex on the Beach,2.5455914708341565
7052,Horse’s Neck,2.5455914708341565
7052,EL Diablo,2.5455914708341565
1320,Tequila Sunset,2.4855853514959283
1320,Sex on the Beach,2.4855853514959283
1320,Horse’s Neck,2.4855853514959283
1320,EL Diablo,2.4855853514959283
1320,Bloody Mary,2.4855853514959283
12882,Tequila Sunset,2.621257460383002
12882,Chi-Chi,2.621257460383002
12882,Sex on the Beach,2.621257460383002
12882,Horse’s Neck,2.621257460383002
12882,Bloody Mary,2.621257460383002
5436,Tequila Sunset,2.472523251524523
5436,Chi-Chi,2.472523251524523
5436,Sex on the Beach,2.472523251524523
5436,Horse’s Neck,2.472523251524523
5436,EL Diablo,2.472523251524523
1415,Tequila Sunset,2.514300951644995
1415,Chi-Chi,2.514300951644995
1415,Sex on the Beach,2.514300951644995
1415,Horse’s Neck,2.514300951644995
1415,EL Diablo,2.514300951644995
16421,Tequila Sunset,2.512752828380683
16421,Chi-Chi,2.512752828380683
16421,Sex on the Beach,2.512752828380683
16421,Horse’s Neck,2.512752828380683
16421,EL Diablo,2.512752828380683
11368,Tequila Sunset,2.362455276471425
11368,Sex on the Beach,2.362455276471425
