user_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
1,1.0,0.16393809773209495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5171430023650758,0.0,0.0,0.0,0.0,0.34487885025032367,0.0,0.6622661785325219,0.0,0.4682929057908469,0.3823595564509363,0.0,0.4682929057908469,0.30744935496455117,0.0,0.0,0.0,0.4682929057908469,0.0,0.37094325604977146,0.43773896575666865,0.6622661785325219,0.0,0.5351918923323965,0.0,0.15665959878561245,0.30613264932110207,0.0,0.5298129428260175,0.0,0.0,0.09273581401244287,0.0,0.0,0.0
2,0.16393809773209495,0.9999999999999998,0.29172998299578906,0.0,0.0,0.41256849850351734,0.07293249574894727,0.2577294977921122,0.0,0.08091133940627349,0.10314212462587934,0.0,0.0,0.0,0.0,0.0,0.0,0.38941086555745774,0.0,0.0,0.10314212462587934,0.17503798979747345,0.0,0.03830602342540458,0.0,0.3160246932595878,0.2888557258759075,0.29172998299578906,0.309426373877638,0.0,0.0,0.2888557258759075,0.17631203969455542,0.0,0.0,0.32298676688819505,0.0,0.45746911472938473,0.22885182707624918,0.0,0.0,0.0,0.3060537786281332,0.07221393146897688,0.0,0.0,0.36611822297106345
3,0.0,0.29172998299578906,0.9999999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2626128657194451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32686022523030667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5976143046671968
4,0.0,0.0,0.0,1.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4642383454426297,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3696106354772864,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.13199091933711365,0.8451542547285166,0.8287419301647448,0.0,0.0,0.5279636773484547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06277648205743444,0.1183452670827877,0.11952286093343935,0.0,0.5976143046671968,0.0,0.0,0.4815713303308872,0.0,0.0,0.08537347209531383,0.0,0.3123780011665394,0.07813453848974922,0.0,0.0,0.0,0.0,0.5917263354139385,0.8451542547285166,0.0,0.0
6,0.0,0.41256849850351734,0.0,0.0,0.0,1.0,0.0,0.6246950475544243,0.0,0.19611613513818404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4242640687119285,0.0,0.0,0.0,0.2785430072655778,0.7001400420140048,0.7071067811865475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.40406101782088427,0.0,0.3696106354772864,0.0,0.0,0.0,0.0,0.6246950475544243,0.0,0.0,0.0,0.0
7,0.0,0.07293249574894727,0.0,0.7071067811865475,0.0,0.0,0.9999999999999998,0.0,0.0,0.0,0.7071067811865475,0.7071067811865475,0.0,0.0,0.0,0.7071067811865475,0.7071067811865475,0.4602873089491617,0.7071067811865475,0.0,0.7071067811865475,0.0,0.0,0.2626128657194451,0.0,0.6565321642986128,0.0,0.0,0.0,0.0,0.7071067811865475,0.49507377148833703,0.0,0.0,0.0,0.0,0.0,0.5227083734893166,0.0,0.7071067811865475,0.0,0.0,0.3312945782245396,0.49507377148833703,0.0,0.0,0.11952286093343935
8,0.0,0.2577294977921122,0.0,0.0,0.13199091933711365,0.6246950475544243,0.0,1.0,0.0,0.12251277836633778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26503566257963174,0.0,0.0,0.0,0.46401183245259325,0.9840915378915646,0.9938837346736189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6468132241526726,0.0,0.2308939335061044,0.3609567348535083,0.0,0.0,0.0,0.3902439024390244,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.8451542547285166,0.0,0.0,0.0,1.0,0.9805806756909202,0.0,0.0,0.6246950475544243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7071067811865475,0.0,0.0,0.5698028822981898,0.0,0.0,0.0,0.0,0.3696106354772864,0.0,0.0,0.0,0.0,0.0,0.7001400420140048,1.0,0.0,0.0
10,0.0,0.08091133940627349,0.0,0.0,0.8287419301647448,0.19611613513818404,0.0,0.12251277836633778,0.9805806756909202,1.0000000000000002,0.0,0.0,0.6125638918316889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08320502943378437,0.0,0.0,0.0,0.05462677805469224,0.13730875909527243,0.1386750490563073,0.0,0.6933752452815364,0.0,0.0,0.5587376953345928,0.0,0.0,0.07924288517503274,0.0,0.4349196560146415,0.0,0.0,0.0,0.0,0.12251277836633778,0.6865437954763621,0.9805806756909202,0.0,0.0
